0.048782896	0.046865333	-0.006957948	-0.04767696	0.048519682	0.010854293	0.037569415	0.049917113	-0.0055326	-0.009411883	-0.038295757	-0.03833581	-0.030055154	-0.0006795749	-0.010568142	-0.01513765
0.55819327	0.1217638	-0.3747407	2.0689132	0.60655874	-0.21739943	-0.08040833	0.10272022	-0.116891965	-1.333934	-0.32741114	-0.45708475	0.71478164	0.1632896	0.111252666	-0.027061768
0.5170105	0.07546519	-0.3408919	1.6717277	0.5084331	-0.18646902	-0.08026525	0.08636621	-0.1351536	-1.0038453	-0.17727803	-0.33451894	0.6310399	0.1277371	0.053018097	0.07436151
0.76834434	0.036512047	-0.5426733	2.218566	0.801562	-0.38924283	-0.032493304	-0.005252102	-0.255107	-1.2788936	-0.33305943	-0.27323377	0.78687716	0.24799706	0.014318845	0.19361734
0.48248485	0.11253694	-0.29485646	1.7702154	0.51070917	-0.2595225	-0.05016202	0.052458327	-0.15449385	-0.99450994	-0.22699454	-0.31776688	0.5695928	0.11466373	0.07586546	0.088755086
0.5813113	0.08794159	-0.3843873	1.6848816	0.51963794	-0.23906273	-0.07536692	0.083605275	-0.14502439	-0.94747484	-0.15729181	-0.22046542	0.55528593	0.18971948	0.015199727	0.025209425
0.52140397	0.023137962	-0.29471704	1.578777	0.5224827	-0.2626285	-0.030686416	0.006164848	-0.17210913	-0.913556	-0.2016527	-0.27196786	0.565884	0.18946967	0.09322297	0.11755222
0.30244458	0.08937513	-0.19542357	1.3013893	0.30432567	-0.16094564	-0.08080169	0.09307327	-0.109383464	-0.73605883	-0.24804264	-0.26275298	0.39117554	0.044214677	0.103831336	-0.009814224
0.2979271	0.19994734	-0.18986951	1.2550957	0.33868176	-0.07890698	-0.048711818	0.081760906	-0.046814743	-0.7657811	-0.15348503	-0.30407786	0.41156283	0.044998765	0.10648072	-0.004259332
0.5343825	-0.023552965	-0.4405881	1.4316208	0.56110835	-0.27083996	0.04637217	-0.047879376	-0.19851275	-0.7560194	-0.16385895	-0.19321075	0.6050597	0.2065665	-0.059921645	0.16290075
0.43003353	-0.038952343	-0.23993878	1.2294672	0.45012176	-0.21160628	-0.041444372	-0.032209054	-0.10808554	-0.7560855	-0.28465128	-0.14231193	0.38254285	0.104623616	0.023508383	0.12462074
0.38537237	-0.14249514	-0.3159034	0.5525565	0.39618155	-0.23213828	0.09136954	-0.16654535	-0.15127221	-0.32711306	-0.061077055	0.006234171	0.39325762	0.24700855	-0.12635313	0.16160454
